Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Bovenwoning,2005,130 m²,392 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,494,0
Woning,1939,56 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,133,5
Appartement,1955,72 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,234,4
Bovenwoning,1955,63 m²,216 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,334,20
Bovenwoning,1875,90 m²,282 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,135,3
Grachtenpand,1679,,968 m³,85 m²,-,-,-,-,-,-,9,5,-,-,-,-,Ja,-,-,-,318,0
Benedenwoning,1996,76 m²,267 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,51,1
Eengezinswoning,1921,72 m²,-,86 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,184,7
Appartement,1982,68 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,267,1
Bovenwoning,1922,71 m²,238 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,15,15
Appartement,1930,74 m²,220 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,172,1
Appartement,1940,58 m²,195 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,344,5
Bovenwoning,1983,60 m²,151 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,235,2
Woonboot,2008,149 m²,525 m³,149 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,Ja,3.095,0
Eengezinswoning,2006,123 m²,391 m³,2 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,Ja,764,6
Bovenwoning,1939,116 m²,212 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,Ja,-,356,2
Benedenwoning,1650,55 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,54,6
Appartement,2003,69 m²,209 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,144,8
Bovenwoning,1973,79 m²,244 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,227,17
Appartement,1992,94 m²,-,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,285,5
Geschakelde woning,1991,105 m²,-,100 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,193,3
Vrijstaande woning,1751,302 m²,1.259 m³,1.470 m²,-,-,-,-,-,-,7,6,-,-,-,-,Ja,-,-,-,2.644,3
Bovenwoning,1005,145 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,508,0
Appartement,1965,78 m²,252 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,124,3
Bovenwoning,1005,110 m²,345 m³,45 m²,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,288,0
Eengezinswoning,1998,144 m²,418 m³,150 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,166,3
Appartement,1968,115 m²,280 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,19,0
Bovenwoning,1998,85 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,151,5
Appartement,1922,171 m²,477 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,298,0
Appartement,1926,111 m²,359 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,126,5
Woning,1988,75 m²,232 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,100,1
-,1912,82 m²,268 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,68,0
Bovenwoning,2001,84 m²,245 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,45,4
Tussenwoning,1699,263 m²,855 m³,144 m²,-,-,-,-,-,-,10,4,-,-,-,-,Ja,-,Ja,-,894,6
Bovenwoning,1993,74 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,86,0
Bovenwoning,1935,59 m²,193 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,97,1
Bovenwoning,1929,70 m²,227 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,Ja,-,722,0
Hoekwoning,1953,139 m²,-,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,0,0
Appartement,1934,56 m²,160 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,44,10
Appartement,1726,114 m²,383 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,103,0
Appartement,1922,80 m²,214 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,73,1
Bovenwoning,1895,182 m²,611 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,76,2
Woning,1981,90 m²,287 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,204,0
Appartement,1912,72 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,80,0
Appartement,1937,56 m²,165 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,67,2
Bovenwoning,1690,70 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,41,0
Woon-/winkelpand,1890,,701 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,74,0
Appartement,1939,117 m²,451 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,43,0
Benedenwoning,1984,71 m²,-,135 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,493,4
Bovenwoning,1997,89 m²,285 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,265,1
Bovenwoning,1005,77 m²,235 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,Ja,88,0
Bovenwoning,1900,160 m²,570 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,407,2
Bovenwoning,2006,81 m²,-,91 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,364,5
Bovenwoning,1005,87 m²,274 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,293,0
Appartement,2002,95 m²,279 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,138,4
Appartement,1968,53 m²,147 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,262,10
Bovenwoning,2010,80 m²,253 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,108,8
Bovenwoning,2001,84 m²,245 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,54,4
Appartement,1915,155 m²,765 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,107,0
Bovenwoning,-,109 m²,354 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,31,0
Benedenwoning,2010,171 m²,494 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,25,10
Woning,1912,57 m²,208 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,0,0
Appartement,1955,81 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,2,2
Appartement,2007,107 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,36,4
Tussenwoning,1904,285 m²,1.043 m³,90 m²,-,-,-,-,-,-,10,5,-,-,-,-,Ja,-,Ja,-,4.796,4
Appartement,1984,71 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,96,1
Bovenwoning,1901,88 m²,328 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,63,1
Appartement,2000,70 m²,201 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,160,5
Woon-/winkelpand,1999,85 m²,203 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,50,0
Appartement,2008,89 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,129,7
Appartement,2006,44 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,122,15
Appartement,1969,72 m²,190 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,493,7
Appartement,1927,137 m²,425 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,25,1
Grachtenpand,1005,177 m²,-,-,-,-,Openhaard,-,-,-,6,3,-,-,-,-,Ja,-,Ja,-,577,0
Appartement,2006,104 m²,338 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,146,4
Woning,1934,70 m²,253 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,52,3
Bovenwoning,1973,59 m²,188 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,92,1
Herenhuis,-,325 m²,1.065 m³,152 m²,-,-,-,-,-,-,9,5,-,-,-,-,Ja,-,-,-,316,0
Appartement,2009,98 m²,300 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,133,5
Appartement,1992,82 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,113,1
Appartement,1987,75 m²,223 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,107,4
Appartement,1960,76 m²,194 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,333,1
Woning,1926,50 m²,170 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,91,10
Appartement,2007,133 m²,440 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,47,2
Hoekwoning,1919,50 m²,189 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,0,0
Appartement,1963,80 m²,212 m³,82 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.082,8
Appartement,2007,86 m²,268 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,391,0
Bovenwoning,1906,189 m²,692 m³,-,-,-,Openhaard,-,-,-,5,3,-,-,-,-,-,-,Ja,-,86,0
Appartement,1690,158 m²,585 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,101,0
Appartement,1968,85 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,151,12
-,2003,108 m²,332 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,112,3
Appartement,1960,88 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.396,0
Appartement,1987,60 m²,182 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,68,2
Bovenwoning,2002,75 m²,230 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,159,1
Bovenwoning,1883,125 m²,404 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,61,0
Bovenwoning,1915,79 m²,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,64,0
Penthouse,1988,149 m²,445 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,Ja,136,1
Bovenwoning,1995,91 m²,280 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,172,3
Woning,1968,88 m²,256 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,62,5
Eengezinswoning,1998,198 m²,-,132 m²,-,-,-,-,-,-,7,4,-,-,-,-,Ja,-,-,-,799,2
Eengezinswoning,1958,83 m²,285 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,310,10
Studio,1925,48 m²,115 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,75,3
Eengezinswoning,1954,78 m²,265 m³,58 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,2.797,0
Appartement,1910,162 m²,504 m³,613 m²,-,-,-,-,-,-,7,3,-,-,-,-,Ja,-,Ja,-,5,3
Appartement,1965,80 m²,200 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,0,0
Tussenwoning,2009,227 m²,819 m³,126 m²,-,-,Openhaard,-,-,-,8,5,-,-,-,-,Ja,-,-,-,0,0
Appartement,2005,143 m²,450 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,23,0
Bovenwoning,1914,97 m²,236 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,353,1
Appartement,1940,85 m²,290 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,48,1
Hoekwoning,2018,107 m²,-,103 m²,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,4,4
Appartement,2018,224 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,0,0
Appartement,2018,42 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,0,0
Benedenwoning,1934,58 m²,220 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,199,0
Geschakelde woning,1924,257 m²,1.146 m³,619 m²,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,-,0,0
Boerderij,1926,59 m²,177 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,0,0
Tussenwoning,1850,210 m²,575 m³,80 m²,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,106,0
Bovenwoning,1896,129 m²,350 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,60,1
Appartement,1975,104 m²,300 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,79,0
-,2001,109 m²,332 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,47,2
Bovenwoning,1005,133 m²,472 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,92,0
Appartement,1997,100 m²,292 m³,100 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,224,2
Woonboot,1910,73 m²,157 m³,1 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.975,31
Bovenwoning,1934,104 m²,283 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,-,167,1
Appartement,1881,172 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,59,0
Bovenwoning,1930,53 m²,166 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,107,1
Bovenwoning,1901,45 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,354,3
Appartement,1950,54 m²,175 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,202,2
Benedenwoning,1894,133 m²,444 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,910,0
Recreatiewoning,2018,22 m²,75 m³,35 m²,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2.128,22
Bovenwoning,2010,92 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,474,2
Bovenwoning,1939,54 m²,184 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,13,13
Appartement,1929,96 m²,351 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,81,1
Bovenwoning,1986,42 m²,128 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,0,0
Benedenwoning,2013,69 m²,227 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,105,1
Appartement,1967,85 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,40,0
Bovenwoning,1966,65 m²,203 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,177,10
Appartement,1904,44 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,98,4
Bovenwoning,1903,62 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,71,4
Benedenwoning,1986,52 m²,186 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,224,1
Bovenwoning,1965,46 m²,150 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,390,6
Benedenwoning,1929,98 m²,-,98 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,76,0
Bovenwoning,2007,115 m²,372 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,194,0
Appartement,1925,40 m²,116 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,184,4
Appartement,1998,92 m²,248 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,31,1
Appartement,1938,49 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,13,0
Bovenwoning,2012,78 m²,255 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,74,0
Appartement,1005,71 m²,264 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,79,0
Appartement,1963,64 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,35,0
Bovenwoning,1905,108 m²,323 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,317,1
Bovenwoning,1912,132 m²,485 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,106,0
-,1883,76 m²,275 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Eengezinswoning,-,125 m²,455 m³,105 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,134,2
Appartement,1924,46 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,32,17
Bovenwoning,1878,89 m²,303 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,17,2
Appartement,1906,65 m²,405 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,172,0
Appartement,1965,60 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,35,0
Woning,1934,63 m²,210 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,28,0
Appartement,1990,83 m²,254 m³,81 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,1.670,0
Bovenwoning,1935,51 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,123,1
Bovenwoning,1986,55 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,357,1
Eengezinswoning,1986,108 m²,212 m³,184 m²,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,619,0
Bovenwoning,1922,48 m²,222 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,35,2
Grachtenpand,-,192 m²,-,-,-,-,-,-,-,-,8,4,-,-,-,-,-,-,-,-,33,1
Benedenwoning,2005,52 m²,165 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,87,5
-,1921,74 m²,200 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,124,5
-,1935,115 m²,345 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,44,2
Woning,1903,72 m²,257 m³,-,-,-,CV hoogrendement,-,-,Uitstekend,3,2,-,-,Uitstekend,Uitstekend,-,-,-,-,76,1
Woning,1925,60 m²,186 m³,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,82,0
-,2003,111 m²,335 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,27,1
Eengezinswoning,2011,140 m²,458 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,273,3
Herenhuis,1999,212 m²,713 m³,91 m²,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,847,0
Penthouse,1960,135 m²,340 m³,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,144,1
Appartement,1925,38 m²,127 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,0,0
-,2006,98 m²,305 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,Ja,0,0
Bovenwoning,2009,140 m²,456 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,0,0
Appartement,2006,119 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,50,1
Appartement,1933,98 m²,-,-,-,-,-,-,-,-,6,5,-,-,-,-,-,-,-,-,79,2
Appartement,1940,50 m²,170 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,41,6
Bovenwoning,1931,66 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,190,0
Benedenwoning,1923,57 m²,218 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,64,0
Bovenwoning,1957,77 m²,270 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,697,1
-,1935,112 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,32,1
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,109,2
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,92,1
Tussenwoning,1725,60 m²,140 m³,27 m²,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,113,1
Appartement,1965,81 m²,270 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,152,2
Benedenwoning,2010,98 m²,347 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,151,4
Appartement,1881,237 m²,850 m³,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,120,0
Benedenwoning,1964,55 m²,225 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,148,0
Tussenwoning,1954,67 m²,-,76 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,5,5
Appartement,2010,100 m²,262 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,0,0
Woning,1926,52 m²,173 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Penthouse,2018,236 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,0,0
Woon-/winkelpand,1900,43 m²,132 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,430,7
Appartement,2011,107 m²,339 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,202,2
Appartement,1982,82 m²,294 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,294,0
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,78,1
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,65,0
Benedenwoning,2001,80 m²,289 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,90,1
Appartement,1934,38 m²,110 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,177,2
Appartement,2007,72 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,37,1
Bovenwoning,1930,75 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,44,1
Appartement,1905,119 m²,336 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,232,2
Appartement,1927,34 m²,-,-,Zwembad,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,286,7
Woning,1929,54 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,93,0
Appartement,2006,113 m²,340 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,66,1
Bovenwoning,2007,101 m²,340 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,458,1
Appartement,1993,84 m²,208 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,123,1
Woon-/winkelpand,1922,71 m²,236 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,41,0
Bovenwoning,2005,82 m²,257 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,59,0
Appartement,1950,55 m²,160 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,84,2
Appartement,1882,69 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,71,0
-,1886,54 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Bovenwoning,1965,50 m²,159 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,500,1
Dubbele bovenwoning,1906,74 m²,349 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,119,0
Appartement,1980,76 m²,251 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,94,1
Appartement,1005,158 m²,609 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,2.347,0
Woning,2003,183 m²,586 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,-,-,-,Ja,103,1
Appartement,1921,89 m²,310 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,83,1
-,1930,55 m²,181 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,0,0
Bovenwoning,1005,53 m²,175 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,68,1
Bovenwoning,1750,33 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,58,5
Benedenwoning,1910,60 m²,253 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,42,1
Bovenwoning,2009,118 m²,486 m³,104 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,Ja,359,0
Tussenwoning,1990,93 m²,-,134 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,491,0
Bovenwoning,1990,78 m²,237 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,122,0
Benedenwoning,1932,76 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,43,2
-,1957,99 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,87,0
-,1957,99 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,81,0
Bovenwoning,1905,48 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,49,1
Villa,1972,185 m²,630 m³,2.070 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,1.234,0
Appartement,1963,78 m²,250 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,58,0
