treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Centraal', '497 meter', 'Burgwallen-Oude Zijde']","['Texaco Bem BV Selfservice', '1,6 kilometer', 'Burgwallen-Oude Zijde']","['China Town Supermarkt', '71 meter', 'Burgwallen-Oude Zijde']","['Basisschool Sint Antonius', '195 meter', 'Burgwallen-Oude Zijde']","['Prinses Juliana Kinderdagverblijf IJsterk', '125 meter', 'Burgwallen-Oude Zijde']","['Amsterdamsche School De', '496 meter', 'Burgwallen-Oude Zijde']","['Excalibur Café', '21 meter', 'Burgwallen-Oude Zijde']","['Weng Joeng Hong', '114 meter', 'Burgwallen-Oude Zijde']","['Bruijne C de', '144 meter', 'Burgwallen-Oude Zijde']","['Greevink Tandartspraktijk', '174 meter', 'Burgwallen-Oude Zijde']","['Barbizon Palace Health Club', '272 meter', 'Burgwallen-Oude Zijde']","['IHLIA LGBT heritage', '621 meter', 'Burgwallen-Oude Zijde']"
"['Diemen', '2,6 kilometer', 'IJburg West']","['Shell Station Kriterion', '1,3 kilometer', 'IJburg West']","['Multi Tokorien IJburg', '1,9 kilometer', 'IJburg West']","['Abbs-de Zuiderzee', '220 meter', 'IJburg West']","['KinderVilla ijburg steigereiland bv', '125 meter', 'IJburg West']","['LUCA Praktijkschool', '2,9 kilometer', 'IJburg West']","['Café Blond B.V.', '627 meter', 'IJburg West']","['Movie MAX Moviestores', '3,5 kilometer', 'IJburg West']","['Gezondheidscentrum Steigereiland SAG', '513 meter', 'IJburg West']","['Mondzorgcentrum IJburg', '433 meter', 'IJburg West']","['Fitamsterdam', '686 meter', 'IJburg West']","['Internationaal Instituut voor Sociale Geschiedenis', '3,3 kilometer', 'IJburg West']"
"['Amsterdam Sloterdijk', '4,0 kilometer', 'Tuindorp Oostzaan']","['Driesprong Brandstoffen Exploitatie BV', '415 meter', 'Tuindorp Oostzaan']","['Van der Velde & Eveleens VOF', '766 meter', 'Tuindorp Oostzaan']","['Poolster Openbare Basisschool De', '418 meter', 'Tuindorp Oostzaan']","['Kinderplaneet BSO VSO', '419 meter', 'Tuindorp Oostzaan']","['Praktijkcollege Noord', '731 meter', 'Tuindorp Oostzaan']","['Kadoelen Café Koffiehuis', '1,9 kilometer', 'Tuindorp Oostzaan']","['Eurocorner', '699 meter', 'Tuindorp Oostzaan']","['Huisartsenpraktijk Orion EKG Lemaire en SN Eijking', '459 meter', 'Tuindorp Oostzaan']","['Schröder Tandartsenpraktijk Reinier', '454 meter', 'Tuindorp Oostzaan']","['Play-Fit', '2,0 kilometer', 'Tuindorp Oostzaan']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '3,0 kilometer', 'Tuindorp Oostzaan']"
"['Diemen', '2,0 kilometer', 'IJburg West']","['Shell Station Kriterion', '2,0 kilometer', 'IJburg West']","['Multi Tokorien IJburg', '1,1 kilometer', 'IJburg West']","['Willibrord Kath Basisschool voor Ontwikkelingsgericht Onderwijs', '275 meter', 'IJburg West']","['Aamarouch Karima', '43 meter', 'IJburg West']","['LUCA Praktijkschool', '3,2 kilometer', 'IJburg West']","['Café Blond B.V.', '1,2 kilometer', 'IJburg West']","['Movie MAX Moviestores', '3,8 kilometer', 'IJburg West']","['Gezondheidscentrum Haveneiland SAG', '215 meter', 'IJburg West']","['Leeuwen Tandarts Erik van', '156 meter', 'IJburg West']","['Fitamsterdam', '364 meter', 'IJburg West']","['Internationaal Instituut voor Sociale Geschiedenis', '3,8 kilometer', 'IJburg West']"
"['Amsterdam Centraal', '1,1 kilometer', 'Burgwallen-Oude Zijde']","['Texaco Bem BV Selfservice', '1,2 kilometer', 'Burgwallen-Oude Zijde']","['Haussmann BV The', '205 meter', 'Burgwallen-Oude Zijde']","['Hulpjuf.nl', '580 meter', 'Burgwallen-Oude Zijde']","['Gastouder Alexandra', '333 meter', 'Burgwallen-Oude Zijde']","['Art of Colors Opleidingen', '436 meter', 'Burgwallen-Oude Zijde']","[""Gasthuys 't"", '32 meter', 'Burgwallen-Oude Zijde']","['Weng Joeng Hong', '740 meter', 'Burgwallen-Oude Zijde']","['Oude Turfmarkt Huisartsenpraktijk', '187 meter', 'Burgwallen-Oude Zijde']","['Qua Tandartspraktijk Rokin', '158 meter', 'Burgwallen-Oude Zijde']","['Aerobic en Fitness Studio 21', '286 meter', 'Burgwallen-Oude Zijde']","['Zeemanshoop Koninklijk College', '262 meter', 'Burgwallen-Oude Zijde']"
"['Amsterdam Zuid', '472 meter', 'Station-Zuid WTC en omgeving']","['Samarco Iron Ore Europe BV', '405 meter', 'Station-Zuid WTC en omgeving']","['Food Village WTC', '390 meter', 'Station-Zuid WTC en omgeving']","['Openluchtschool 2e', '384 meter', 'Station-Zuid WTC en omgeving']","['Veldert BSO', '264 meter', 'Station-Zuid WTC en omgeving']","['Amsterdam International Community School', '110 meter', 'Station-Zuid WTC en omgeving']","['BB180', '484 meter', 'Station-Zuid WTC en omgeving']","['Filmclub Buitenveldert', '1,3 kilometer', 'Station-Zuid WTC en omgeving']","['Dekkers A', '466 meter', 'Station-Zuid WTC en omgeving']","['Tas I', '96 meter', 'Station-Zuid WTC en omgeving']","['Clubsportive Zuidas', '680 meter', 'Station-Zuid WTC en omgeving']","['Praktizijns Sociëteit Bibliotheek', '185 meter', 'Station-Zuid WTC en omgeving']"
,,,,,,,,,,,
"['Amsterdam Amstel', '861 meter', 'Scheldebuurt']","['Total De Pijp', '789 meter', 'Scheldebuurt']","['Albert Heijn', '734 meter', 'Scheldebuurt']","['Catharinaschool Sint', '172 meter', 'Scheldebuurt']","['KDV Lancelot', '211 meter', 'Scheldebuurt']","['Berlage Lyceum', '496 meter', 'Scheldebuurt']","['R. Samseer', '99 meter', 'Scheldebuurt']","['Videoland', '758 meter', 'Scheldebuurt']","['CAH Waarneming', '190 meter', 'Scheldebuurt']","['Kieskeurige Mondzorg', '144 meter', 'Scheldebuurt']","[""Aaron's Personal Training"", '177 meter', 'Scheldebuurt']","['Theosofische Bibliotheek', '759 meter', 'Scheldebuurt']"
"['Amsterdam Centraal', '2,2 kilometer', 'Spaarndammer- en Zeeheldenbuurt']","['BP Nieuwe Hemweg', '728 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Bijkerk De Zuivelshop J', '615 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Basisschool Catamaran De', '21 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Mark Manny The', '83 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Het 4e Gymnasium', '426 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Shaquille Café', '611 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Videoplaza/Video International', '752 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Overman Huisarts B', '243 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Graaf M de', '255 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Selsa', '149 meter', 'Spaarndammer- en Zeeheldenbuurt']","['Bibliotheca Philosophica Hermetica', '1,9 kilometer', 'Spaarndammer- en Zeeheldenbuurt']"
"['Amsterdam Centraal', '1,8 kilometer', 'Jordaan']","['Texaco Bem BV Selfservice', '67 meter', 'Jordaan']","['Roos Market', '286 meter', 'Jordaan']","['Jordaan 14e Montessorischool', '230 meter', 'Jordaan']","['Fany Nanny', '315 meter', 'Jordaan']","['Samenwerkingsverband 28 2', '132 meter', 'Jordaan']","['Maloe Melo', '31 meter', 'Jordaan']","['Super Videotheek De Sloterplas', '1,2 kilometer', 'Jordaan']","['Lobo', '301 meter', 'Jordaan']","['Blue Penguin', '195 meter', 'Jordaan']","['Kat On Wheels', '296 meter', 'Jordaan']","['Bibliotheca Philosophica Hermetica', '547 meter', 'Jordaan']"
"['Amsterdam Centraal', '559 meter', 'Haarlemmerbuurt']","['Texaco Bem BV Selfservice', '1,6 kilometer', 'Haarlemmerbuurt']","['Abou Elkhair VOF', '151 meter', 'Haarlemmerbuurt']","['Burght Openbare Basisschool', '270 meter', 'Haarlemmerbuurt']","['Mijn Blokje', '52 meter', 'Haarlemmerbuurt']","['Amsterdamsche School De', '475 meter', 'Haarlemmerbuurt']","['Belgian Beer Caffè', '87 meter', 'Haarlemmerbuurt']","['Weng Joeng Hong', '856 meter', 'Haarlemmerbuurt']","['Groot Huisartsenpraktijk', '123 meter', 'Haarlemmerbuurt']","['Valiente Dental Care', '169 meter', 'Haarlemmerbuurt']","['Fitness First Amsterdam', '496 meter', 'Haarlemmerbuurt']","['Bibliotheca Philosophica Hermetica', '980 meter', 'Haarlemmerbuurt']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,1 kilometer', 'Nieuwmarkt en Lastage']","['Texaco Bem BV Selfservice', '2,1 kilometer', 'Nieuwmarkt en Lastage']","['Amstelicious', '596 meter', 'Nieuwmarkt en Lastage']","['Witte Olifant Openbare Basisschool De', '242 meter', 'Nieuwmarkt en Lastage']","['Stampertjes De', '124 meter', 'Nieuwmarkt en Lastage']","['Metis Montessori Lyceum', '1,2 kilometer', 'Nieuwmarkt en Lastage']","['Druif Café De', '196 meter', 'Nieuwmarkt en Lastage']","['Weng Joeng Hong', '687 meter', 'Nieuwmarkt en Lastage']","['Huisarts mw B G M Grooff', '481 meter', 'Nieuwmarkt en Lastage']","['M. El Jurdi', '178 meter', 'Nieuwmarkt en Lastage']","['Fit For Free Amsterdam', '13 meter', 'Nieuwmarkt en Lastage']","['IHLIA LGBT heritage', '609 meter', 'Nieuwmarkt en Lastage']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Lelylaan', '2,7 kilometer', 'Osdorp-Midden']","['Texaco Benzinestation Osdorp', '1,3 kilometer', 'Osdorp-Midden']","['Ikram Supermarkt', '393 meter', 'Osdorp-Midden']","['Kraemerschool Prof dr H', '336 meter', 'Osdorp-Midden']","['PVO Sint Lukas Groep C/D', '27 meter', 'Osdorp-Midden']","['Calandlyceum', '1,2 kilometer', 'Osdorp-Midden']","[""Pitje Bruin Café 't"", '355 meter', 'Osdorp-Midden']","['Filmclub Videotheek Osdorp', '1,4 kilometer', 'Osdorp-Midden']","['Keimpema J C van en Mok mw E', '291 meter', 'Osdorp-Midden']","['Dentacare Osdorp', '37 meter', 'Osdorp-Midden']","['Ladies Gym Osdorp', '690 meter', 'Osdorp-Midden']","['Praktizijns Sociëteit Bibliotheek', '5,5 kilometer', 'Osdorp-Midden']"
"['Amsterdam Sloterdijk', '2,1 kilometer', 'Centrale Markt']","['Esso Station FCA', '953 meter', 'Centrale Markt']","['Bijkerk De Zuivelshop J', '415 meter', 'Centrale Markt']","['Bron Rooms Katholieke Basisschool De', '515 meter', 'Centrale Markt']","['Niños Catalpa Kindercentrum', '247 meter', 'Centrale Markt']","['Maria Nguyen', '198 meter', 'Centrale Markt']","['Café Sting The', '388 meter', 'Centrale Markt']","['Platebank BV', '496 meter', 'Centrale Markt']","['Bevers Huisartsenpraktijk', '498 meter', 'Centrale Markt']","['Parodontologie en Implantologie Praktijk Amsterdam', '507 meter', 'Centrale Markt']","['Vries Fitnesscentrum Fysio Sport T A de', '845 meter', 'Centrale Markt']","['Bibliotheca Philosophica Hermetica', '1,5 kilometer', 'Centrale Markt']"
"['Amsterdam Centraal', '2,4 kilometer', 'Kinkerbuurt']","['Texaco Bem BV Selfservice', '558 meter', 'Kinkerbuurt']","['De Volkskruidentuin', '317 meter', 'Kinkerbuurt']","['Waterkant OBS Dalton De', '212 meter', 'Kinkerbuurt']","['Wereldkids Kindercentrum', '105 meter', 'Kinkerbuurt']","['Marcanti College', '704 meter', 'Kinkerbuurt']","['Kwaker Café De', '108 meter', 'Kinkerbuurt']","['Super Videotheek De Sloterplas', '658 meter', 'Kinkerbuurt']","['Huisartsenpraktijk Kwakersplein', '100 meter', 'Kinkerbuurt']","['Tandartspraktijk De Clercqstraat', '153 meter', 'Kinkerbuurt']","['Pilatesworks', '374 meter', 'Kinkerbuurt']","['Bibliotheca Philosophica Hermetica', '1,1 kilometer', 'Kinkerbuurt']"
"['Amsterdam Muiderpoort', '1,5 kilometer', 'Weesperbuurt en Plantage']","['Total De Pijp', '1,8 kilometer', 'Weesperbuurt en Plantage']","['Spar Van Kempen', '288 meter', 'Weesperbuurt en Plantage']","['Boekman Openbare Basisschool Dr E', '112 meter', 'Weesperbuurt en Plantage']","['Dikkie Dik Kinderdagverblijf IJsterk', '203 meter', 'Weesperbuurt en Plantage']","['Metis Montessori Lyceum', '630 meter', 'Weesperbuurt en Plantage']","['Roeter Café De', '149 meter', 'Weesperbuurt en Plantage']","['Twin Film', '375 meter', 'Weesperbuurt en Plantage']","['BMS', '73 meter', 'Weesperbuurt en Plantage']","['Tandartsenpraktijk Plantage Weesperbuurt', '142 meter', 'Weesperbuurt en Plantage']","['Care4Fit intermediair in bedrijfsfitness', '472 meter', 'Weesperbuurt en Plantage']","['Theosofische Bibliotheek', '1,1 kilometer', 'Weesperbuurt en Plantage']"
"['Amsterdam Centraal', '2,3 kilometer', 'Da Costabuurt']","['Texaco Bem BV Selfservice', '504 meter', 'Da Costabuurt']","['Mihan', '341 meter', 'Da Costabuurt']","['Waterkant OBS Dalton De', '149 meter', 'Da Costabuurt']","['Belhamel Kinderdagverblijf', '20 meter', 'Da Costabuurt']","['Marcanti College', '643 meter', 'Da Costabuurt']","['Champ Sportcafé The', '79 meter', 'Da Costabuurt']","['Super Videotheek De Sloterplas', '680 meter', 'Da Costabuurt']","['Huisartsenpraktijk Kwakersplein', '125 meter', 'Da Costabuurt']","['Tandartspraktijk De Clercqstraat', '161 meter', 'Da Costabuurt']","['Pilatesworks', '294 meter', 'Da Costabuurt']","['Bibliotheca Philosophica Hermetica', '1,0 kilometer', 'Da Costabuurt']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,7 kilometer', 'Frederik Hendrikbuurt']","['Esso Station FCA', '530 meter', 'Frederik Hendrikbuurt']","['Prijatelji CV', '283 meter', 'Frederik Hendrikbuurt']","['Rijk Kramer Oecumenische Basisschool Dr', '324 meter', 'Frederik Hendrikbuurt']","['Pomydo Kinderdagverblijf', '312 meter', 'Frederik Hendrikbuurt']","['Cartesius Lyceum', '135 meter', 'Frederik Hendrikbuurt']","[""Mannetje Café 't"", '218 meter', 'Frederik Hendrikbuurt']","['Platebank BV', '599 meter', 'Frederik Hendrikbuurt']","['Zipper Huisartsenpraktijk', '137 meter', 'Frederik Hendrikbuurt']","['Lengkeek F', '119 meter', 'Frederik Hendrikbuurt']","['Fitness Centrum Leidsegracht BV', '223 meter', 'Frederik Hendrikbuurt']","['Bibliotheca Philosophica Hermetica', '532 meter', 'Frederik Hendrikbuurt']"
"['Amsterdam Amstel', '1,3 kilometer', 'Nieuwe Pijp']","['Total De Pijp', '651 meter', 'Nieuwe Pijp']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '95 meter', 'Nieuwe Pijp']","['Avonturijn De', '218 meter', 'Nieuwe Pijp']","['Anna Verduin', '91 meter', 'Nieuwe Pijp']","['IVKO School', '265 meter', 'Nieuwe Pijp']","['Juicebrothers Van Woustraat', '69 meter', 'Nieuwe Pijp']","['Jumbo Videotheken', '73 meter', 'Nieuwe Pijp']","['Huisartsenpraktijk A.J. Huygen & B.C. Drijber', '128 meter', 'Nieuwe Pijp']","['Tan L H', '138 meter', 'Nieuwe Pijp']","['Your Future Fitness Center', '497 meter', 'Nieuwe Pijp']","['Theosofische Bibliotheek', '263 meter', 'Nieuwe Pijp']"
"['Amsterdam RAI', '741 meter', 'Scheldebuurt']","['Douwes & Van der Sluis BV', '419 meter', 'Scheldebuurt']","['Albert Heijn', '164 meter', 'Scheldebuurt']","['6e Montessorischool Anne Frank', '84 meter', 'Scheldebuurt']","['Atlantis', '114 meter', 'Scheldebuurt']","['Luzac Lyceum Amsterdam', '316 meter', 'Scheldebuurt']","['Japans Eetcafé Hakata Senpachi', '269 meter', 'Scheldebuurt']","['Filmclub Videotheek Cinemagic', '939 meter', 'Scheldebuurt']","['Afev', '343 meter', 'Scheldebuurt']","['Tandarts A M de Groot', '30 meter', 'Scheldebuurt']","['Kenpo Karate Academy', '746 meter', 'Scheldebuurt']","['Theosofische Bibliotheek', '1,4 kilometer', 'Scheldebuurt']"
"['Amsterdam Centraal', '1,1 kilometer', 'Burgwallen-Oude Zijde']","['Texaco Bem BV Selfservice', '1,2 kilometer', 'Burgwallen-Oude Zijde']","['Haussmann BV The', '205 meter', 'Burgwallen-Oude Zijde']","['Hulpjuf.nl', '580 meter', 'Burgwallen-Oude Zijde']","['Gastouder Alexandra', '333 meter', 'Burgwallen-Oude Zijde']","['Art of Colors Opleidingen', '436 meter', 'Burgwallen-Oude Zijde']","[""Gasthuys 't"", '32 meter', 'Burgwallen-Oude Zijde']","['Weng Joeng Hong', '740 meter', 'Burgwallen-Oude Zijde']","['Oude Turfmarkt Huisartsenpraktijk', '187 meter', 'Burgwallen-Oude Zijde']","['Qua Tandartspraktijk Rokin', '158 meter', 'Burgwallen-Oude Zijde']","['Aerobic en Fitness Studio 21', '286 meter', 'Burgwallen-Oude Zijde']","['Zeemanshoop Koninklijk College', '262 meter', 'Burgwallen-Oude Zijde']"
"['Amsterdam Centraal', '1,7 kilometer', 'Grachtengordel-Zuid']","['Texaco Bem BV Selfservice', '1,6 kilometer', 'Grachtengordel-Zuid']","['Lite & Dark BV', '185 meter', 'Grachtengordel-Zuid']","['Hulpjuf.nl', '237 meter', 'Grachtengordel-Zuid']","['Baboffel Kinderdagverblijf', '102 meter', 'Grachtengordel-Zuid']","['Luzac College Amsterdam', '380 meter', 'Grachtengordel-Zuid']","['Tia Rosa', '123 meter', 'Grachtengordel-Zuid']","[""Ram's Filmclub"", '978 meter', 'Grachtengordel-Zuid']","['Huygen M F', '188 meter', 'Grachtengordel-Zuid']","['Avondortho', '301 meter', 'Grachtengordel-Zuid']","['SODA Bodyfit', '296 meter', 'Grachtengordel-Zuid']","['Zeemanshoop Koninklijk College', '502 meter', 'Grachtengordel-Zuid']"
"['Amsterdam Lelylaan', '1,6 kilometer', 'Overtoomse Sluis']","['BP Commandeur', '1,0 kilometer', 'Overtoomse Sluis']","['Jumbo Supermarkten BV', '160 meter', 'Overtoomse Sluis']","['ABC Het', '543 meter', 'Overtoomse Sluis']","['Knus Thuys', '12 meter', 'Overtoomse Sluis']","['ABC Het', '543 meter', 'Overtoomse Sluis']","['Brugge Café Ter', '124 meter', 'Overtoomse Sluis']","['Filmclub Videotheek Overtoom', '38 meter', 'Overtoomse Sluis']","['Tot Z(Org) Van A', '219 meter', 'Overtoomse Sluis']","['E.A.S. Tandarts', '48 meter', 'Overtoomse Sluis']","['Bridesight Fitness en Fysiotherapie', '166 meter', 'Overtoomse Sluis']","['Praktizijns Sociëteit Bibliotheek', '2,1 kilometer', 'Overtoomse Sluis']"
"['Amsterdam Centraal', '1,3 kilometer', 'Oostelijke Eilanden en Kadijken']","['Texaco Bem BV Selfservice', '2,5 kilometer', 'Oostelijke Eilanden en Kadijken']","['Spar Van Kempen', '813 meter', 'Oostelijke Eilanden en Kadijken']","['Pool Basisschool De', '580 meter', 'Oostelijke Eilanden en Kadijken']","['Loes Heringa', '172 meter', 'Oostelijke Eilanden en Kadijken']","['Metis Montessori Lyceum', '943 meter', 'Oostelijke Eilanden en Kadijken']","['Scharrebier Café', '138 meter', 'Oostelijke Eilanden en Kadijken']","['Twin Film', '812 meter', 'Oostelijke Eilanden en Kadijken']","['Huisarts mw B G M Grooff', '140 meter', 'Oostelijke Eilanden en Kadijken']","['Aesculapius Tandartsen', '132 meter', 'Oostelijke Eilanden en Kadijken']","['Fit For Free Amsterdam', '344 meter', 'Oostelijke Eilanden en Kadijken']","['Toonkunst-Bibliotheek', '721 meter', 'Oostelijke Eilanden en Kadijken']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Centraal', '4,9 kilometer', 'Kadoelen']","['BP Kadoelen', '930 meter', 'Kadoelen']","['Van der Velde & Eveleens VOF', '832 meter', 'Kadoelen']","['Twiske Openbare Basisschool', '409 meter', 'Kadoelen']","['Maheshvari Zorg en Welzijn', '527 meter', 'Kadoelen']","['Praktijkcollege Noord', '1,4 kilometer', 'Kadoelen']","['Ruif Café De', '1,3 kilometer', 'Kadoelen']","['Eurocorner', '1,2 kilometer', 'Kadoelen']","['Huisartsenpraktijk Molenwijk', '669 meter', 'Kadoelen']","['Emami-Fard tandarts H', '807 meter', 'Kadoelen']","['Play-Fit', '433 meter', 'Kadoelen']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,4 kilometer', 'Kadoelen']"
"['Amsterdam Lelylaan', '2,3 kilometer', 'De Krommert']","['Esso Station FCA', '838 meter', 'De Krommert']","['Imazigen Slager', '248 meter', 'De Krommert']","['Janschool Sint', '79 meter', 'De Krommert']","['Tuimelaar Kinderdagverblijf', '47 meter', 'De Krommert']","['ABC Het', '693 meter', 'De Krommert']","['Juicebrothers Admiraal de Ruijterweg', '188 meter', 'De Krommert']","['Super Videotheek De Sloterplas', '358 meter', 'De Krommert']","['Kuynders H M', '346 meter', 'De Krommert']","['Tandarts TSA Ottens', '209 meter', 'De Krommert']","['Family Gym The', '580 meter', 'De Krommert']","['Bibliotheca Philosophica Hermetica', '1,4 kilometer', 'De Krommert']"
,,,,,,,,,,,
"['Amsterdam Centraal', '335 meter', 'Nieuwmarkt en Lastage']","['Texaco Bem BV Selfservice', '1,9 kilometer', 'Nieuwmarkt en Lastage']","['Best Souvenirs VOF', '22 meter', 'Nieuwmarkt en Lastage']","['Basisschool Sint Antonius', '291 meter', 'Nieuwmarkt en Lastage']","['Prinses Juliana Kinderdagverblijf IJsterk', '305 meter', 'Nieuwmarkt en Lastage']","['Amsterdamsche School De', '616 meter', 'Nieuwmarkt en Lastage']","['Eetcafe Sabroso', '33 meter', 'Nieuwmarkt en Lastage']","['Weng Joeng Hong', '165 meter', 'Nieuwmarkt en Lastage']","['Bruijne C de', '179 meter', 'Nieuwmarkt en Lastage']","['R.J. de Jong, tandarts', '84 meter', 'Nieuwmarkt en Lastage']","['Barbizon Palace Health Club', '178 meter', 'Nieuwmarkt en Lastage']","['IHLIA LGBT heritage', '398 meter', 'Nieuwmarkt en Lastage']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Centraal', '4,0 kilometer', 'Tuindorp Oostzaan']","['Driesprong Brandstoffen Exploitatie BV', '1,2 kilometer', 'Tuindorp Oostzaan']","['Van der Velde & Eveleens VOF', '568 meter', 'Tuindorp Oostzaan']","['Satelliet Basisschool De', '127 meter', 'Tuindorp Oostzaan']","['GO Speels', '279 meter', 'Tuindorp Oostzaan']","['Praktijkcollege Noord', '1,1 kilometer', 'Tuindorp Oostzaan']","['Kadoelen Café Koffiehuis', '1,2 kilometer', 'Tuindorp Oostzaan']","['Eurocorner', '135 meter', 'Tuindorp Oostzaan']","['Huisartsenpraktijk Orion EKG Lemaire en SN Eijking', '349 meter', 'Tuindorp Oostzaan']","['Schröder Tandartsenpraktijk Reinier', '355 meter', 'Tuindorp Oostzaan']","['Play-Fit', '1,4 kilometer', 'Tuindorp Oostzaan']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,4 kilometer', 'Tuindorp Oostzaan']"
