treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Muiderpoort', '800 meter']","['Mobil Station Zeist', '1,1 kilometer']","['Cappadocia', '462 meter']","['Lafayette School Particuliere Basisschool', '65 meter']","['RH-Gastouderopvang', '179 meter']","['Metis Montessori Lyceum', '561 meter']","['Los Angeles VOF Coffeeshop', '142 meter']","['Movie MAX Moviestores', '407 meter']","['JH Waarneming', '257 meter']","['Bagheri Mitra', '122 meter']","['Only 4 Ladies', '405 meter']","['Theosofische Bibliotheek', '1,2 kilometer']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '966 meter']","['Tankstation Haris BV', '750 meter']","['Bos en Lommer Supermarkt', '382 meter']","['Bos en Lommer Openbare Basisschool', '258 meter']","['Gastouderopvangamsterdam.nl', '110 meter']","['ROC Op Maat West', '857 meter']","['Admiraaltje', '495 meter']","['Tetauni Videotheek', '1,3 kilometer']","['Puts - Kozlewicz huisarts K A', '580 meter']","['Koppelmans Tandheelkunde', '477 meter']","['Keijser Fitness De', '196 meter']","['Bibliotheca Philosophica Hermetica', '2,7 kilometer']"
"['Amsterdam Sloterdijk', '1,3 kilometer']","['Tankstation Haris BV', '701 meter']","['Bos en Lommer Supermarkt', '219 meter']","['Bos en Lommer Openbare Basisschool', '353 meter']","['PVO Bos en Lommer', '353 meter']","['Wissel De', '469 meter']","['Orkide Café', '483 meter']","['Tetauni Videotheek', '1,1 kilometer']","['GH Waarneming', '630 meter']","['Yüksel mondzorg', '462 meter']","['MT-Fitness', '97 meter']","['Bibliotheca Philosophica Hermetica', '3,0 kilometer']"
"['Amsterdam Amstel', '1,7 kilometer']","['Total Selfservicestation De Pijp', '1,1 kilometer']","['Daily Fresh & Go BV', '626 meter']","['Basisschool De Springstok', '251 meter']","['Hoepel BSO De', '251 meter']","['IVKO School', '539 meter']","['Wou Café Van', '244 meter']","[""Ram's Filmclub"", '354 meter']","['Fesoca', '314 meter']","['Kolstee D H', '113 meter']","['SODA Bodyfit', '456 meter']","['Theosofische Bibliotheek', '664 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '3,3 kilometer']","['Total Selfservicestation Kadoelen', '1,3 kilometer']","['Banne Market VOF', '117 meter']","['Driemaster Basisschool De', '305 meter']","['Gastouder De Liefste Mama', '104 meter']","['Bredero Mavo', '979 meter']","['Kadoelen Café Koffiehuis', '862 meter']","['Eurocorner', '2,1 kilometer']","['Berendse J H', '419 meter']","['Behnam Rafal', '268 meter']","['Cardio Candy', '1,9 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,7 kilometer']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '854 meter']","['Tankstation Haris BV', '183 meter']","['Yakhlaf', '439 meter']","['Slootermeer Openbare Basisschool', '146 meter']","['PVO Slootermeer 1', '146 meter']","['Wissel De', '710 meter']","['Tanger Café', '293 meter']","['Tetauni Videotheek', '1,8 kilometer']","['Heerde Huisartsenpraktijk Van', '223 meter']","['Orthocenter Amsterdam West', '455 meter']","['Gym de Benjamin', '583 meter']","['Bibliotheca Philosophica Hermetica', '3,6 kilometer']"
"['Amsterdam Centraal', '3,1 kilometer']","['Total Selfservicestation Kadoelen', '1,2 kilometer']","['Son To Maatje', '455 meter']","['Rijkers Openbare Basisschool Dorus', '415 meter']","['Banne Banjers Gastouder De', '504 meter']","['Bredero Mavo', '1,5 kilometer']","['Kadoelen Café Koffiehuis', '478 meter']","['Eurocorner', '1,5 kilometer']","['Berendse J H', '336 meter']","['Behnam Rafal', '317 meter']","['Play-Fit', '1,9 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,7 kilometer']"
"['Amsterdam Sloterdijk', '1,8 kilometer']","['Esso Station FCA', '694 meter']","['Aydin Supermarkt', '332 meter']","['Narcis - Querido Openbare Basisschool', '79 meter']","['PVO Narcis Querido 1', '79 meter']","['Marcanti College', '649 meter']","['Fluiter Café De', '256 meter']","['Platebank BV', '940 meter']","['Huisarts Leijssen H J H', '260 meter']","['Amazon Art', '385 meter']","['Vries Fitnesscentrum Fysio Sport T A de', '198 meter']","['Bibliotheca Philosophica Hermetica', '1,6 kilometer']"
"['Amsterdam Centraal', '3,1 kilometer']","['Shell Station Kriterion', '3,2 kilometer']","['Versshop Genco', '855 meter']","['Buikslotermeerschool', '624 meter']","['Kidscase Home', '338 meter']","['Clusius College', '955 meter']","[""Sluisje Café 't"", '136 meter']","['Movie Max Goldmovie Videotheek', '3,1 kilometer']","['Waarnemingen Galenus', '233 meter']","['Tandheelkundig Centrum Amsterdam Noord', '80 meter']","['Temple Fitness World The', '1,1 kilometer']","['Internationaal Instituut voor Sociale Geschiedenis', '2,5 kilometer']"
"['Amsterdam Lelylaan', '2,0 kilometer']","['Texaco Bem BV Selfservice', '1,3 kilometer']","['Concy.nl', '594 meter']","['Bredeschool Kinkerbuurt De', '378 meter']","['Tamara Kinderopvang', '112 meter']","['ABC Het', '392 meter']","['Café De Bron', '86 meter']","['Asian Music Palace', '362 meter']","['Wijngaarden Huisartsenpraktijk D van', '224 meter']","['Heukensfeldt Jansen', '72 meter']","['Family Gym The', '364 meter']","['Boekmanstichting Bibliotheek', '1,8 kilometer']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '3,7 kilometer']","['Demarol Badhoevedrop', '1,1 kilometer']","['Oz Derya BV', '327 meter']","['Horizon Openbare Dalton Basisschool De', '489 meter']","['Voorschool De Brenner', '401 meter']","['Calandlyceum', '1,7 kilometer']","['De Kroon Party & Events', '1,2 kilometer']","['Filmclub Videotheek Osdorp', '347 meter']","['Gezondheidscentrum De Vaart SAG', '311 meter']","['Muradin Eric M F Tandarts', '589 meter']","['Friends 4 Life BV Fitnessclub', '855 meter']","['Praktizijns Sociëteit Bibliotheek', '6,0 kilometer']"
,,,,,,,,,,,
"['Diemen', '2,0 kilometer']","['Shell Station Kriterion', '1,9 kilometer']","['Multi Tokorien IJburg', '1,2 kilometer']","['Daltonschool Neptunes', '327 meter']","['Gastouder IJburg', '72 meter']","['LUCA Praktijkschool', '3,2 kilometer']","['Café Blond B.V.', '1,1 kilometer']","['Movie MAX Moviestores', '3,8 kilometer']","['Gezondheidscentrum Haveneiland SAG', '137 meter']","['H.R. Sulkers', '134 meter']","['Fitamsterdam', '268 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '3,7 kilometer']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '1,6 kilometer']","['Texaco Benzinestation Osdorp', '236 meter']","['Nieuw Osdorp Market', '673 meter']","['Ichthusschool', '137 meter']","['Kinderdagverblijf & BSO Ons Dorpje', '226 meter']","['Calandlyceum', '398 meter']","['Osdorp Café', '104 meter']","['Sloterplas Cinema Super Videotheek De', '1,1 kilometer']","['Oei S M Huisarts', '131 meter']","['Tandarts Tandzorg Osdorp', '131 meter']","['Calandfit', '362 meter']","['Praktizijns Sociëteit Bibliotheek', '4,1 kilometer']"
"['Amsterdam Centraal', '1,9 kilometer']","['Texaco Bem BV Selfservice', '644 meter']","['Leidseplein Market', '34 meter']","['Jordaan 14e Montessorischool', '610 meter']","['Tante Beest', '207 meter']","['Barlaeusgymnasium', '341 meter']","['Eylders Café', '54 meter']","['Asian Music Palace', '1,4 kilometer']","['WHAM', '291 meter']","['Laaken F vd', '248 meter']","['Fitnesscentrum Healthclub Amsterdam BV', '42 meter']","['Boekmanstichting Bibliotheek', '482 meter']"
"['Amsterdam Centraal', '1,6 kilometer']","['Esso Station FCA', '1,2 kilometer']","['Bario Markt', '198 meter']","['Westerparkschool', '164 meter']","['Ikke & Zo Kindercentrum BV', '106 meter']","['Maria Nguyen', '588 meter']","['Mojito Man', '95 meter']","['Videoplaza/Video International', '227 meter']","['Zindabad', '142 meter']","['Renske Bijlenga', '193 meter']","['Selsa', '694 meter']","['Bibliotheca Philosophica Hermetica', '1,1 kilometer']"
"['Amsterdam Lelylaan', '3,2 kilometer']","['Demarol Badhoevedrop', '803 meter']","['Supermarkt Karadeniz', '635 meter']","['Odyssee Basisschool De', '305 meter']","['PVO Harlekijntje', '185 meter']","['Calandlyceum', '1,3 kilometer']","[""Louman's Hoekje Café"", '464 meter']","['Filmclub Videotheek Osdorp', '625 meter']","['Universum Care', '269 meter']","['Zygogiannis K', '182 meter']","['Back in Shape', '1,2 kilometer']","['Praktizijns Sociëteit Bibliotheek', '5,2 kilometer']"
"['Amsterdam RAI', '1,0 kilometer']","['Total De Pijp', '409 meter']","['Albert Heijn', '312 meter']","['Donge Openbare Basisschool', '14 meter']","['Elfentuin Kinderdagverblijf De', '137 meter']","['Luzac Lyceum Amsterdam', '548 meter']","['Klasen Café', '168 meter']","['Filmclub Videotheek Cinemagic', '644 meter']","['Prins en Tan Huisartspraktijk', '276 meter']","['Meijer M P', '175 meter']","['Kenpo Karate Academy', '455 meter']","['Theosofische Bibliotheek', '1,2 kilometer']"
"['Amsterdam Centraal', '2,1 kilometer']","['BP Nieuwe Hemweg', '902 meter']","['Spar Supermarkt', '706 meter']","['Spaarndammer Openbare Basisschool De', '185 meter']","['Esther Distelbrink', '186 meter']","['Het 4e Gymnasium', '260 meter']","['Shaquille Café', '770 meter']","['Videoplaza/Video International', '889 meter']","['Overman Huisarts B', '193 meter']","['Graaf M de', '56 meter']","['Selsa', '203 meter']","['Bibliotheca Philosophica Hermetica', '2,0 kilometer']"
"['Amsterdam Centraal', '831 meter']","['Texaco Bem BV Selfservice', '1,2 kilometer']","['Haussmann BV The', '60 meter']","['Basisschool Sint Antonius', '555 meter']","['Gastouder Alexandra', '386 meter']","['Amsterdamsche School De', '504 meter']","['Buurvrouw Café De', '32 meter']","['Weng Joeng Hong', '543 meter']","['Huisartsenpraktijk Heijnen & De Meij', '169 meter']","['HQ Medical Travel', '372 meter']","['PCH Fitness', '400 meter']","['Zeemanshoop Koninklijk College', '512 meter']"
"['Amsterdam Sloterdijk', '4,0 kilometer']","['Driesprong Brandstoffen Exploitatie BV', '415 meter']","['Van der Velde & Eveleens VOF', '766 meter']","['Poolster Openbare Basisschool De', '418 meter']","['Kinderplaneet BSO VSO', '419 meter']","['Praktijkcollege Noord', '731 meter']","['Kadoelen Café Koffiehuis', '1,9 kilometer']","['Eurocorner', '699 meter']","['Huisartsenpraktijk Orion EKG Lemaire en SN Eijking', '459 meter']","['Schröder Tandartsenpraktijk Reinier', '454 meter']","['Play-Fit', '2,0 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '3,0 kilometer']"
"['Amsterdam Sloterdijk', '553 meter']","['Tankstation Haris BV', '292 meter']","[""Ah op 't Station"", '550 meter']","['Slootermeer Openbare Basisschool', '413 meter']","['Gastouderbureau Mijn Gastouderopvang', '134 meter']","['Wissel De', '970 meter']","['Orkide Café', '580 meter']","['Tetauni Videotheek', '1,7 kilometer']","['Stichting Amsterdamse Gezondheidscentra', '589 meter']","['Orthocenter Amsterdam West', '34 meter']","['Gym de Benjamin', '206 meter']","['Bibliotheca Philosophica Hermetica', '3,2 kilometer']"
"['Amsterdam Sloterdijk', '3,5 kilometer']","['Demarol Zwanenburg BV', '2,6 kilometer']","['Sefa Market', '769 meter']","['Goeman Borgesiusschool', '730 meter']","['Caroline Drisdale', '49 meter']","['Wissel De', '2,9 kilometer']","[""Sanny's Place Café"", '1,1 kilometer']","['Filmclub Videotheek Zwanenburg', '2,7 kilometer']","['Busser W Huisartsenpraktijk R Runhert & J Leeuw', '813 meter']","['Tandartsenpraktijk Fallah', '1,2 kilometer']","[""Doel Lady's Only Fitnesscentrum Het"", '1,1 kilometer']","['Bibliotheca Philosophica Hermetica', '6,4 kilometer']"
"['Amsterdam Muiderpoort', '1,1 kilometer']","['Mobil Station Zeist', '1,7 kilometer']","['Ennassr Superette', '714 meter']","['Faroeq Islamitische Basisschool El', '433 meter']","['Antonin Babysitting', '276 meter']","['LUCA Praktijkschool', '626 meter']","['Badhuis Café Restaurant Het', '799 meter']","['Movie MAX Moviestores', '989 meter']","['Swart P', '565 meter']","['Meshkini Tandarts H', '276 meter']","['Ultimate Fitness Amsterdam', '316 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,4 kilometer']"
"['Amsterdam Sloterdijk', '1,7 kilometer']","['Total Selfservicestation Vlughtlaan', '987 meter']","['Gaziantef Serif Oglu', '534 meter']","['Vlugt Openbare Basisschool Burgemeester De', '495 meter']","['Saamen1', '369 meter']","['Wissel De', '1,4 kilometer']","['Brothers Coffee Roastery', '387 meter']","['Tetauni Videotheek', '2,8 kilometer']","['Mulder D E', '621 meter']","['Tandartsenpraktijk Fallah', '1,0 kilometer']","[""Doel Lady's Only Fitnesscentrum Het"", '1,1 kilometer']","['Bibliotheca Philosophica Hermetica', '4,7 kilometer']"
,,,,,,,,,,,
"['Amsterdam Amstel', '871 meter']","['Total De Pijp', '1,2 kilometer']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '529 meter']","['Pinksterbloem 4e Montessorischool De', '243 meter']","['Marsepeintje Kinderdagverblijf Het', '219 meter']","['IVKO School', '355 meter']","['Five Stars Café', '345 meter']","['Videoland', '541 meter']","['Huisartsen Vrolikstraat', '336 meter']","['Tandartspraktijk Weesperzijde', '68 meter']","['Kops Sportcentrum', '278 meter']","['Theosofische Bibliotheek', '336 meter']"
"['Amsterdam Lelylaan', '2,0 kilometer']","['Texaco Benzinestation Osdorp', '1,0 kilometer']","['Supermarkt Karadeniz', '1,2 kilometer']","['Mijlpaal Katholieke Basisschool De', '161 meter']","['Groeiland Het Kinderdagverblijf', '87 meter']","['Calandlyceum', '884 meter']","[""Calandje Café 't"", '879 meter']","['Sloterplas Cinema Super Videotheek De', '1,6 kilometer']","['Gezondheidscentrum Vlaanderen SAG', '134 meter']","['Lawtist', '145 meter']","['Slender You Nieuw Sloten', '212 meter']","['Praktizijns Sociëteit Bibliotheek', '3,9 kilometer']"
"['Diemen', '2,0 kilometer']","['Shell Station Kriterion', '2,0 kilometer']","['Multi Tokorien IJburg', '1,2 kilometer']","['Willibrord Kath Basisschool voor Ontwikkelingsgericht Onderwijs', '327 meter']","['Gastouder IJburg', '47 meter']","['LUCA Praktijkschool', '3,2 kilometer']","['Café Blond B.V.', '1,1 kilometer']","['Movie Max Goldmovie Videotheek', '3,8 kilometer']","['Gezondheidscentrum Haveneiland SAG', '146 meter']","['Ilona Hantos', '145 meter']","['Fitamsterdam', '291 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '3,7 kilometer']"
,,,,,,,,,,,
"['Amsterdam Amstel', '1,4 kilometer']","['Total De Pijp', '571 meter']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '235 meter']","['Avonturijn De', '106 meter']","['Doodoo Kinderdagverblijf', '147 meter']","['IVKO School', '402 meter']","['Juicebrothers Van Woustraat', '216 meter']","['Jumbo Videotheken', '158 meter']","['Huisartsenpraktijk A.J. Huygen & B.C. Drijber', '40 meter']","['FJC van der Werff', '231 meter']","['Your Future Fitness Center', '353 meter']","['Theosofische Bibliotheek', '413 meter']"
"['Amsterdam Centraal', '735 meter']","['Texaco Bem BV Selfservice', '1,3 kilometer']","['Abou Elkhair VOF', '325 meter']","['Burght Openbare Basisschool', '104 meter']","['Kinderopvangonline', '209 meter']","['Amsterdamsche School De', '382 meter']","['Klepel Café De', '179 meter']","['Weng Joeng Hong', '897 meter']","['Grunsven A van en Hofman X Huisartsen', '147 meter']","['Lassus Tandartsen Keizersgracht', '271 meter']","['Balance4Life', '378 meter']","['Bibliotheca Philosophica Hermetica', '665 meter']"
"['Amsterdam Sloterdijk', '2,3 kilometer']","['Esso Station FCA', '511 meter']","['Toubkal', '381 meter']","['Roos Openbare Basisschool De', '114 meter']","['Olevantjes Kinderopvang De', '215 meter']","['Marcanti College', '380 meter']","['Sportpark Café', '240 meter']","['Super Videotheek De Sloterplas', '277 meter']","['Kirpestein', '98 meter']","['Tandarts R.L. Sens', '65 meter']","['Mij. Kamala', '273 meter']","['Bibliotheca Philosophica Hermetica', '1,4 kilometer']"
"['Amsterdam Centraal', '1,6 kilometer']","['Total De Pijp', '1,8 kilometer']","['Spar Van Kempen', '122 meter']","['Hulpjuf.nl', '352 meter']","['Dikkie Dik Kinderdagverblijf IJsterk', '298 meter']","['Luzac College Amsterdam', '876 meter']","['Silver Grill', '153 meter']","['Twin Film', '770 meter']","['BMS', '354 meter']","['TM Tandheelkunde', '187 meter']","['Fitness First Nederland BV', '341 meter']","['Zeemanshoop Koninklijk College', '774 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '4,9 kilometer']","['BP Kadoelen', '930 meter']","['Van der Velde & Eveleens VOF', '832 meter']","['Twiske Openbare Basisschool', '409 meter']","['Maheshvari Zorg en Welzijn', '527 meter']","['Praktijkcollege Noord', '1,4 kilometer']","['Ruif Café De', '1,3 kilometer']","['Eurocorner', '1,2 kilometer']","['Huisartsenpraktijk Molenwijk', '669 meter']","['Emami-Fard tandarts H', '807 meter']","['Play-Fit', '433 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,4 kilometer']"
"['Amsterdam Centraal', '4,4 kilometer']","['Total Selfservicestation Kadoelen', '747 meter']","['Van der Velde & Eveleens VOF', '879 meter']","['Twiske Openbare Basisschool', '142 meter']","['Maheshvari Zorg en Welzijn', '19 meter']","['Praktijkcollege Noord', '1,6 kilometer']","['Kadoelen Café Koffiehuis', '950 meter']","['Eurocorner', '900 meter']","['Huisartsenpraktijk Molenwijk', '595 meter']","['Oehlers E M en Lunsen D M van Kindertandartspraktijk', '966 meter']","['Play-Fit', '671 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,6 kilometer']"
"['Amsterdam Centraal', '4,6 kilometer']","['BP Kadoelen', '1,2 kilometer']","['Van der Velde & Eveleens VOF', '466 meter']","['Krijtmolen Openbare Basisschool De', '283 meter']","['GO Speels', '377 meter']","['Praktijkcollege Noord', '1,1 kilometer']","['Kadoelen Café Koffiehuis', '1,3 kilometer']","['Eurocorner', '763 meter']","['Huisartsenpraktijk Molenwijk', '239 meter']","['Schröder Tandartsenpraktijk Reinier', '901 meter']","['Play-Fit', '811 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,8 kilometer']"
"['Amsterdam Muiderpoort', '349 meter']","['Mobil Station Zeist', '1,9 kilometer']","['Toko Dolf', '321 meter']","['JP Coen Openbare Basisschool', '251 meter']","['Mikado BSO', '126 meter']","['Montessori College Oost', '713 meter']","['Rooy Café Gijs de', '187 meter']","['Telion Entertainment Videotheek', '402 meter']","['Dok 17e', '271 meter']","['Reynaert Tandheelkunde', '288 meter']","['Awareness Winkel De', '620 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '872 meter']"
"['Diemen', '1,0 kilometer']","['Mobil Station Zeist', '1,8 kilometer']","['Supermarkt Bismillah', '560 meter']","['Octopus Openbare Basisschool De', '598 meter']","[""Grace's kinderhuisje"", '322 meter']","['Onderwijsstichting Esprit', '1,5 kilometer']","['Praathuis Het', '650 meter']","['Movie Max Goldmovie Videotheek', '2,4 kilometer']","['Teszler A', '711 meter']","['F.Farzin', '242 meter']","['Duofit Fitnesscentrum', '681 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '2,8 kilometer']"
"['Amsterdam Sloterdijk', '3,5 kilometer']","['Demarol Zwanenburg BV', '2,5 kilometer']","['Sefa Market', '743 meter']","['Goeman Borgesiusschool', '605 meter']","['Caroline Drisdale', '201 meter']","['Wissel De', '2,9 kilometer']","[""Sanny's Place Café"", '979 meter']","['Filmclub Videotheek Zwanenburg', '2,7 kilometer']","['Busser W Huisartsenpraktijk R Runhert & J Leeuw', '765 meter']","['Tandartsenpraktijk Fallah', '1,1 kilometer']","[""Doel Lady's Only Fitnesscentrum Het"", '1,0 kilometer']","['Bibliotheca Philosophica Hermetica', '6,4 kilometer']"
"['Amsterdam Centraal', '993 meter']","['Texaco Bem BV Selfservice', '984 meter']","['Europa Supermarkt', '338 meter']","['Basisschool St Aloysius', '367 meter']","['Kresj Lindengracht Kinderdagverblijf IJsterk', '136 meter']","['Amsterdamsche School De', '538 meter']","['P96 Café', '55 meter']","['Platebank BV', '990 meter']","['Grunsven A van en Hofman X Huisartsen', '229 meter']","['Rhemrev Paro BV', '61 meter']","['Balance4Life', '331 meter']","['Bibliotheca Philosophica Hermetica', '371 meter']"
"['Amsterdam Centraal', '3,7 kilometer']","['Total Selfservicestation Kadoelen', '1,1 kilometer']","['Avondwinkel Oosterpark', '593 meter']","['Satelliet Basisschool De', '426 meter']","['GO Speels', '512 meter']","['Praktijkcollege Noord', '1,6 kilometer']","['Kadoelen Café Koffiehuis', '673 meter']","['Eurocorner', '538 meter']","['Huisartsenpraktijk Meteorensingel Berghoef', '385 meter']","['Oehlers E M en Lunsen D M van Kindertandartspraktijk', '385 meter']","['Play-Fit', '1,3 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,3 kilometer']"
"['Amsterdam Muiderpoort', '1,5 kilometer']","['Shell Station Kriterion', '2,8 kilometer']","['C 1000 Het IJ', '409 meter']","['Basisschool Piet Hein', '72 meter']","['Partou BV', '72 meter']","['Taalbureau Buijtendorp', '450 meter']","[""Jerry's Eetcafé"", '597 meter']","['Movie Max Goldmovie Videotheek', '1,3 kilometer']","['FBH Waarneming', '62 meter']","['Burger Tandarts E A C', '340 meter']","['Fit4Less', '131 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '972 meter']"
,,,,,,,,,,,
"['Amsterdam Muiderpoort', '912 meter']","['Mobil Station Zeist', '1,6 kilometer']","['Ennassr Superette', '596 meter']","['Faroeq Islamitische Basisschool El', '359 meter']","['Louise Gastouder Irene', '334 meter']","['Onderwijsstichting Esprit', '532 meter']","['Badhuis Café Restaurant Het', '695 meter']","['Movie Max Goldmovie Videotheek', '850 meter']","['Reuvekamp huisarts A', '489 meter']","['Mondzorg Ek', '376 meter']","['Ultimate Fitness Amsterdam', '147 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,3 kilometer']"
