Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Herenhuis,1005,224 m²,760 m³,120 m²,-,-,Openhaard,-,-,-,7,4,-,-,-,-,Ja,-,Ja,-,183,1
Bovenwoning,1894,42 m²,-,54 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,90,1
Benedenwoning,2015,74 m²,285 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,1.015,4
-,1005,75 m²,225 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,208,3
Appartement,1931,59 m²,200 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,15,2
Appartement,1908,90 m²,-,-,-,DubbelglasDak,Centrale-verwarming,-,-,Uitstekend,3,2,Bad,Moderne,Uitstekend,Uitstekend,-,Park,Ja,-,15,4
Penthouse,1923,195 m²,640 m³,-,Lift,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,18,4
Appartement,1993,55 m²,117 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,11,11
Woonboot,2009,94 m²,338 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,7,7
Bovenwoning,1990,77 m²,193 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,3,3
Appartement,1929,180 m²,670 m³,-,-,-,-,-,-,-,8,5,-,-,-,-,-,-,Ja,-,4,4
Appartement,1964,71 m²,238 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,-,4,4
Appartement,1990,77 m²,238 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,6,6
Bovenwoning,1902,46 m²,146 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,3,3
Appartement,1930,112 m²,366 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,0,0
Woning,2006,77 m²,282 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Appartement,2007,110 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,0,0
Woon-/winkelpand,1924,65 m²,195 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Appartement,1923,68 m²,145 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,166,4
Dubbele bovenwoning,-,,263 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,16,0
Eengezinswoning,1991,97 m²,320 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,1.067,20
Herenhuis,-,569 m²,-,-,-,-,-,-,-,-,13,9,-,-,-,-,Ja,-,Ja,-,303,18
Bovenwoning,1005,116 m²,381 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,368,1
Benedenwoning,-,56 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,65,3
Bovenwoning,2015,43 m²,131 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,54,3
Dubbele bovenwoning,1926,109 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,13,3
Dubbele bovenwoning,1906,79 m²,300 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,10,2
Appartement,1891,42 m²,131 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,17,4
Appartement,1891,50 m²,159 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,18,4
Appartement,1906,42 m²,113 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,21,3
Appartement,1924,56 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,81,0
Eengezinswoning,1922,69 m²,270 m³,107 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,790,3
Bovenwoning,2008,163 m²,-,-,Lift,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,427,8
Appartement,1882,50 m²,149 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,13,1
Appartement,1930,50 m²,135 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,36,2
Bovenwoning,1932,105 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,18,4
Appartement,1934,52 m²,167 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,16,2
Bovenwoning,2010,86 m²,306 m³,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,13,0
Woning,1892,45 m²,144 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,31,1
Appartement,1950,60 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,32,3
Appartement,1981,57 m²,170 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,23,0
Woning,1005,73 m²,206 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,11,0
Appartement,1996,83 m²,250 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,19,1
Benedenwoning,2010,119 m²,433 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,10,0
Studio,1926,52 m²,171 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,17,0
Tussenwoning,1954,167 m²,598 m³,201 m²,-,-,Openhaard,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,74,1
Vrijstaande woning,1883,159 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,13,3
Penthouse,2004,90 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,21,0
Appartement,1906,112 m²,275 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,15,4
Dubbele bovenwoning,1904,137 m²,454 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,15,2
Appartement,1921,57 m²,189 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,18,1
Woning,1005,63 m²,186 m³,-,-,-,Centrale-verwarming,-,-,Goed,3,2,Bad,Moderne,Uitstekend,Goed,-,-,-,-,32,0
Woonboot,2003,137 m²,522 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,Ja,Ja,135,9
Appartement,1993,71 m²,211 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,12,1
Appartement,1911,72 m²,270 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,11,0
Bovenwoning,1967,34 m²,109 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,42,0
Appartement,2006,93 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,63,2
Woon-/winkelpand,1005,91 m²,264 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,19,1
Woning,1912,68 m²,233 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,22,3
Woning,1939,61 m²,156 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,25,5
Tussenwoning,1998,106 m²,345 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,9,0
Woning,1932,54 m²,145 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,35,1
Bovenwoning,1968,56 m²,189 m³,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,133,6
Studio,1915,33 m²,100 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,559,1
Appartement,1908,51 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,506,2
Appartement,1966,71 m²,225 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,1.354,39
Appartement,1978,67 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,172,2
Woning,1954,,394 m³,222 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,Ja,10,0
Woon-/winkelpand,1934,65 m²,227 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,8,2
Appartement,2006,88 m²,290 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,21,1
Appartement,1992,75 m²,222 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,19,0
Appartement,1964,86 m²,227 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,48,5
Bovenwoning,2001,84 m²,247 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,15,1
Vrijstaande woning,1902,48 m²,158 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,50,6
Bovenwoning,1997,89 m²,397 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,15,0
Woning,1914,34 m²,123 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,Ja,57,2
Appartement,2007,95 m²,302 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,13,1
Appartement,1934,49 m²,168 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,45,5
Benedenwoning,2012,74 m²,-,74 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,984,4
Bovenwoning,2018,88 m²,228 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,105,1
Benedenwoning,-,158 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,37,0
Bovenwoning,1976,75 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,102,2
Appartement,1890,53 m²,145 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,53,2
Bovenwoning,1976,93 m²,293 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,86,5
Bovenwoning,1928,111 m²,294 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,263,2
Appartement,1967,60 m²,180 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,1.039,9
Appartement,1956,75 m²,241 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,25,2
Woon-/winkelpand,1940,51 m²,179 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,25,4
Appartement,1911,34 m²,113 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,41,1
Appartement,1962,70 m²,351 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,93,2
Appartement,2010,120 m²,385 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,26,0
Bovenwoning,-,111 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,30,2
Twee onder één kap,2002,176 m²,-,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,57,2
Eengezinswoning,1993,173 m²,580 m³,141 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,3.410,6
Eengezinswoning,1918,135 m²,450 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,45,1
Bovenwoning,1670,80 m²,286 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,31,1
Appartement,1902,189 m²,-,-,-,-,Openhaard,-,-,-,8,-,-,-,-,-,Ja,-,-,-,26,1
Eengezinswoning,1954,75 m²,266 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,74,0
Appartement,1930,68 m²,243 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,32,2
Bovenwoning,2005,89 m²,273 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,36,4
Bovenwoning,1925,46 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,245,2
Appartement,1969,94 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,416,0
Bovenwoning,1906,101 m²,297 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,292,1
Studio,2019,234 m²,650 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,25,0
Studio,2019,213 m²,593 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,19,0
Appartement,2019,294 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,21,1
Appartement,2019,218 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,14,0
Appartement,1904,97 m²,288 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,17,1
Dubbele bovenwoning,1922,150 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,17,2
Eengezinswoning,2010,128 m²,454 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,18,0
Appartement,1929,52 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,21,1
Benedenwoning,1899,175 m²,804 m³,-,Zwembad,-,Openhaard,-,-,-,4,3,-,-,-,-,Ja,-,-,Ja,29,0
Woon-/winkelpand,1899,132 m²,550 m³,-,Zwembad,-,Openhaard,-,-,-,4,2,-,-,-,-,Ja,-,-,-,19,2
Bovenwoning,2017,50 m²,166 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,33,2
Vrijstaande woning,1963,350 m²,910 m³,573 m²,-,-,Openhaard,-,-,-,7,5,-,-,-,-,Ja,-,Ja,Ja,871,26
Appartement,2008,81 m²,208 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,38,0
Appartement,2006,88 m²,320 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,36,0
Appartement,1005,56 m²,195 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,40,0
Appartement,1879,203 m²,685 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,27,2
Tussenwoning,1929,,2.000 m³,490 m²,-,-,-,-,-,-,27,-,-,-,-,-,Ja,-,Ja,-,33,2
Appartement,1912,100 m²,362 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,-,23,3
Bovenwoning,1900,186 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,17,4
Woning,2005,120 m²,440 m³,72 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,1.467,7
Dubbele bovenwoning,-,128 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,45,1
Villa,1969,94 m²,301 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,218,11
Appartement,1998,88 m²,262 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,19,0
Bovenwoning,1933,56 m²,291 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,22,1
Bovenwoning,1896,109 m²,300 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,15,3
Appartement,1998,88 m²,262 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,19,0
Tussenwoning,1875,349 m²,1.200 m³,95 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,44,3
Tussenwoning,1939,110 m²,388 m³,56 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,412,6
Appartement,2004,83 m²,248 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.016,0
Woning,1910,74 m²,250 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,23,0
Appartement,2004,112 m²,280 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,23,0
Grachtenpand,1770,1.275 m²,5.100 m³,755 m²,Lift,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,-,1.027,10
Tussenwoning,1925,46 m²,215 m³,110 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,195,21
Bovenwoning,1940,55 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,31,4
Boerderij,1970,70 m²,220 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,158,8
Woning,1884,63 m²,210 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,50,2
Bovenwoning,1924,50 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,105,2
Appartement,1970,38 m²,124 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,593,8
Studio,1901,55 m²,193 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,41,0
Appartement,1906,102 m²,393 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,43,3
Woon-/winkelpand,2008,100 m²,342 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,32,0
Benedenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,35,2
-,1926,85 m²,262 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,14,1
Herenhuis,1910,62 m²,402 m³,95 m²,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,355,9
Appartement,1934,112 m²,413 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,30,0
Appartement,1924,68 m²,220 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,60,0
Appartement,1906,90 m²,509 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,25,0
Dubbele bovenwoning,1934,71 m²,189 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,186,7
Appartement,1989,72 m²,230 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,86,7
Appartement,1984,53 m²,168 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,105,8
Bovenwoning,1898,126 m²,414 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,35,1
Appartement,2003,114 m²,321 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,40,1
Appartement,2004,137 m²,492 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,19,0
Appartement,1904,54 m²,193 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,30,1
Hoekwoning,1994,106 m²,416 m³,-,Lift,DubbelglasMuur,Centrale-verwarmingCV hoogrendement,-,-,Goed,5,-,Bad2e toilet,Standaard,Goed,Goed,-,WinkelsParkGroenvoorzieningen,-,-,35,1
Herenhuis,1883,167 m²,537 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,35,1
Woning,1903,42 m²,150 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,91,2
Appartement,1893,45 m²,132 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,18,2
Woning,1887,68 m²,229 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,60,5
Woning,1928,115 m²,386 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,33,2
Woning,1923,61 m²,211 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,62,0
Woning,1926,67 m²,209 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,27,2
Appartement,1968,32 m²,106 m³,-,Lift,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,313,11
Woning,1885,145 m²,517 m³,312 m²,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,52,20
-,2005,218 m²,700 m³,-,-,-,-,-,-,-,8,7,-,-,-,-,-,-,-,-,44,13
Woning,1930,100 m²,330 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,18,4
Appartement,1925,70 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,47,3
Appartement,1967,67 m²,188 m³,-,-,-,-,-,-,Uitstekend,3,2,-,Moderne,-,-,-,-,Ja,-,24,1
Appartement,2010,93 m²,-,93 m²,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,178,7
Studio,-,31 m²,78 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,356,5
Dubbele bovenwoning,1987,93 m²,290 m³,-,Zwembad,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,594,1
Appartement,2011,65 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,146,1
Appartement,1922,81 m²,263 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,25,5
Appartement,1924,87 m²,302 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,33,4
Appartement,2002,110 m²,346 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,26,0
Appartement,2003,111 m²,360 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,89,3
Appartement,1929,51 m²,177 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,109,3
Eengezinswoning,1931,72 m²,-,106 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,225,1
Appartement,1985,65 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,157,3
Appartement,1929,56 m²,-,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,44,2
Appartement,2006,126 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,53,0
Eengezinswoning,1993,92 m²,339 m³,125 m²,-,-,-,-,-,-,5,2,-,-,-,-,Ja,-,Ja,-,1.279,0
Appartement,1968,54 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,206,1
Appartement,-,30 m²,-,-,Zwembad,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,145,6
Woning,1005,67 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,53,1
Appartement,1960,96 m²,-,100 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,337,0
Bovenwoning,2005,137 m²,493 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,677,0
Appartement,2011,,253 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,158,14
Woon-/winkelpand,1912,77 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,52,4
Eengezinswoning,1901,58 m²,453 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,57,1
Bovenwoning,1956,86 m²,275 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,29,0
Appartement,1963,34 m²,94 m³,35 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1.034,3
Appartement,1968,33 m²,80 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1.447,9
Woning,1929,119 m²,400 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,Ja,-,212,1
Studio,1870,29 m²,125 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,747,1
Woning,1983,104 m²,330 m³,104 m²,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,172,1
Benedenwoning,-,83 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,49,0
Appartement,1994,99 m²,330 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,69,0
Appartement,1873,46 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,104,3
Woon-/winkelpand,1915,40 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,47,1
Appartement,1879,70 m²,181 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,38,2
Appartement,1650,123 m²,344 m³,-,Lift,-,Openhaard,-,-,-,3,2,-,-,-,-,-,-,Ja,-,218,4
Benedenwoning,1925,85 m²,290 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,620,1
Penthouse,-,145 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,Ja,60,1
Appartement,1906,66 m²,172 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,84,5
Appartement,1979,90 m²,245 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,91,2
Bovenwoning,2000,93 m²,-,-,-,-,Openhaard,-,-,-,3,-,-,-,-,-,-,-,-,Ja,54,0
Hoekwoning,1995,163 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,Ja,62,4
Tussenwoning,2008,126 m²,495 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,Ja,37,3
Bovenwoning,1968,92 m²,240 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,78,5
Appartement,1996,70 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,71,0
Woning,1933,74 m²,310 m³,267 m²,-,-,Openhaard,-,-,-,6,4,-,-,-,-,Ja,-,-,-,291,23
Appartement,1965,81 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,49,0
Appartement,1650,121 m²,397 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,34,2
Tussenwoning,1899,333 m²,1.070 m³,118 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,60,2
Tussenwoning,1906,107 m²,321 m³,39 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,1
Dubbele bovenwoning,2015,,505 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,700,0
-,1913,57 m²,140 m³,69 m²,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,376,0
Benedenwoning,1940,96 m²,322 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,21,0
Appartement,2005,90 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,78,6
Benedenwoning,1889,141 m²,505 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,82,0
Appartement,1912,100 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,68,1
Appartement,1981,59 m²,223 m³,303 m²,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,215,2
Tussenwoning,1991,100 m²,-,137 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,424,0
Bovenwoning,1955,136 m²,428 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,25,0
Woonboot,-,88 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,4.705,25
Eengezinswoning,1916,125 m²,-,264 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,282,0
